"股票代码","股票简称","所属概念","所属同花顺行业","所属指数类","股本规模[20190301]","股票市场类型","技术形态[20190304]","选股动向[20190304]","买入信号inter[20190304]","卖出信号inter[20190304]","开盘价:不复权[20190304]","收盘价:不复权[20190304]","最高价:不复权[20190304]","最低价:不复权[20190304]","量比[20190304]","委比[20190304]","概念龙头[20190304]","基本每股收益[20180930]","每股净资产bps[20180930]","换手率[20190304]","股息率(股票获利率)[20171231]","成交量[20190304]","成交额[20190304]","振幅[20190304]","涨跌幅:前复权[20190304]","总股本[20190304]","流通a股[20190304]","总市值[20190304]","a股市值(不含限售股)[20190304]","市盈率(pe,ttm)[20190304]","市盈率(pe)[20190304]","静态市盈率(中证发布)[20190304]","市净率(pb)[20190304]","实际控制人[20190304]","实际控制人类型[20190304]","实际控制人持股比例[20190304]","资金流向[20190304]","归属于母公司所有者的净利润[20180930]","交易状态[20190304]","牛叉诊股综合评分[20190301]","主营产品名称","经营范围","省份","城市"
"603779.SH","威龙股份","葡萄酒替白酒;贸易战受益股","食品饮料-饮料制造-葡萄酒","工业指数;A股指数;新综指;上证流通;中证A股;中证全指;上证指数;中证1000;上证150;中型综指","小盘股","全部AB股;全部A股;上证A股;全部A股(非ST);全部上市公司;上证上市公司;上证AB股","阳盖阴||趋势拐点||横盘","圆弧顶||跌破增发价||资金净流入连续3天〉0","行情收盘价上穿5日||boll突破中轨||macd金叉","mtm死叉","15.48","13.22","15.66","15.39","1.04","-54.692","","0.15","6.1072","1.132","0.53507729","1048610.0","16308657.0","1.738","0.076","229646720.00","92605750.00","3159938867.2","1275181180.000","48.282","78.581","50.874","2.270","王珍海","个人","47.23","2434980.8","34727546.34","","5.4","传统干红葡萄酒||传统干白葡萄酒||有机干红葡萄酒||有机干白葡萄酒||有机葡萄酒||传统葡萄酒干型酒||传统葡萄酒甜型酒||传统葡萄酒汽泡酒||葡萄蒸馏酒||白兰地||进口葡萄酒","葡萄酒及果酒、其他酒的加工销售（有效期限以许可证为准）。日用百货、土畜产品（不含烟花爆竹）、五金建材、钢材、包装材料及制品的销售；以自有资金对食品行业进行投资（未经金融监管部门批准，不得从事吸收存款、融资担保、代客理财等金融业务）；仓储服务（不含危险化学品）；自有房屋租赁；货物及技术进出口（法律法规禁止的除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）。","山东省","烟台市"
"603788.SH","宁波高发","汽车电子;股权转让;白马股","交运设备-汽车零部件-汽车零部件Ⅲ","新综指;中型综指;工业指数;A股指数;中证A股;中证全指;上证指数;上证150;上证流通","小盘股","上证AB股;上证A股;全部上市公司;上证上市公司;全部AB股;全部A股;全部A股(非ST)","放量||下降通道||平量","基金新进持股比例大于5%||圆弧顶||优质股","boll突破下轨||rsi金叉||skdj超卖","dma死叉","39.55","13.94","40.07","39.02","0.65","-46.961","","0.9","8.2157","0.451","2.83687943","633300.0","25068434.0","2.658","-0.215","230094199.00","228625599.00","3851776891.26","3982657900.000","18.033","28.675","19.711","2.179","钱国年, 钱国耀, 钱高法","个人, 个人, 个人","52.24","2595268.0","206280277.85","","6.2","电子油门踏板||汽车拉索||电磁风扇离合器||汽车变速操纵器及软轴||变速操纵器及软轴||can总线控制系统及仪表等","车辆变速、加速操纵控制系统,车辆电子控制系统,车辆拉索,软轴,车辆零部件的设计、制造、销售;自营和代理货物和技术的进出口,但国家限制经营或禁止进出口的货物或技术除外。(依法须经批准的项目,经相关部门批准后方可开展经营活动)","浙江省","宁波市"
"603789.SH","星光农机","一号文件;农机;乡村振兴","机械设备-专用设备-农用机械","工业指数;A股指数;新综指;上证流通;中证A股;上证指数;中证全指;中型综指","小盘股","全部A股;全部AB股;上证A股;全部A股(非ST);全部上市公司;上证上市公司;上证AB股","缩量||横盘||下降通道","圆弧顶||持续5天缩量||箱体震荡","行情收盘价上穿5日||kdj超卖||kdj金叉","行情收盘价下穿5日","13.38","12.76","13.8","13.38","1.06","-7.239","","0.0188","4.2037","2.942","","3059594.0","41531930.0","3.146","0.631","260000000.00","260000000.00","3486600000.0","3159000000.000","-991.189","52.759","132.597","2.939","章沈强, 钱菊花","个人, 个人","60.14","-134694.4","4910205.85","","6.0","配件||星光系列联合收割机||联合收割机||压捆机","农业机械的开发、设计、制造、销售与服务，金属材料（除稀贵金属外）、机械零部件的销售，货物及技术进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动)","浙江省","湖州市"
"603797.SH","联泰环保","污水处理;PPP概念;粤港澳大湾区","公用事业-燃气水务-水务Ⅲ","中证全指;中证A股;上证流通;新综指;公用指数;A股指数;新兴综指;上证指数","小盘股","全部上市公司;全部A股(非ST);全部A股;全部AB股;上证A股;上证AB股;上证上市公司","红二兵||缩量||底部吸筹","圆弧顶||连涨3天||箱体震荡","行情收盘价上穿5日||kdj金叉||dmi金叉","行情收盘价下穿5日","17.7","12.27","18.18","17.6","1.16","-42.503","","0.27","4.9492","4.554","0.47236656","2429257.0","43529619.0","3.269","-0.163","213340000.00","53340000.00","2969692800.0","691286400.000","43.316","59.69","46.781","2.668","黄婉茹, 黄建勲, 黄振达","个人, 个人, 个人","69.7601","7406289.0","56725965.38","","5.6","汕头龙珠水质净化厂项目||长沙市岳麓污水处理工程(一期)项目||邵阳市洋溪桥污水处理厂项目","市政给水、污水处理项目、生态环境治理工程的投资及运营；再生资源回收利用加工与销售；环境污染防治专用设备的生产和销售、技术咨询及配套服务；高科技产品开发。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。","广东省","汕头市"
"300304.SZ","云意电气","节能电机;汽车电子;新能源汽车;电机电控","交运设备-汽车零部件-汽车零部件Ⅲ","中证1000;创业300;中证全指;制造指数;中小创新;深证1000;深证综指;创业板综;创业基础;深证700;新指数;新兴综指;深证A指;中证A股","小盘股","深证AB股;全部A股(非ST);创业板;全部AB股;全部A股;深证A股;全部上市公司;深证上市公司","阴线||缩量||底部吸筹","圆弧顶||连涨3天||朝阳产业","行情收盘价上穿5日||mtm金叉","rsi死叉","6.3","3.99","6.59","6.29","1.53","28.264","","0.1151","2.0772","1.731","0.40927694","14517640.0","93616026.0","4.732","-2.445","872291218.00","844337434.00","3881126320.1","3191595500.000","25.87","39.919","24.763","1.863","付红玲","个人","18.8598","9171775.7","100386353.95","","5.5","调节器||车用整流器||零配件||汽车电子||汽车发电机||整流器","生产汽车零部件、电力电子元件、汽车电子装置、汽车仪器仪表、集成电路;销售自产产品;软件开发、销售;模具研发、制造、销售、技术咨询服务;自有房屋出租;自营和代理各类商品及技术的进出口业务(国家限定经营或禁止进出口的商品及技术除外。)(依法须经批准的项目,经相关部门批准后方可开展经营活动)","江苏省","徐州市"
"603800.SH","道森股份","油气开采;人民币贬值受益;页岩气;年报预增","机械设备-专用设备-冶金矿采化工设备","A股指数;工业指数;中型综指;上证指数;中证全指;上证150;中证A股;上证流通;新综指","小盘股","全部A股(非ST);全部上市公司;全部A股;上证上市公司;上证AB股;上证A股;全部AB股","光脚阳线||光头阳线||放量拉升","光脚阳线||持续5天放量||圆弧顶","boll突破上轨","bias卖出信号||wr超买","14.19","11.76","14.19","13.9","0.55","-27.754","","0.2953","4.6869","2.739","0.61349693","1851300.0","26019382.0","2.052","-1.093","208000000.00","67600000.00","2718560000.0","846352000.000","136.788","109.411","97.616","2.783","舒志高","个人","39.9303","-55068.1","61415727.22","","6.0","采油(气)树||压裂井口装置||防喷器||管汇||管线阀门||顶驱主轴||采油(气)井口装置||油气||井口装置及采油（气）树||井控设备","生产：石油天然气井口设备，钻井和采油采气设备，钻通及控制设备；石油化工、电力和一般工业用阀门；精密模具；销售和租赁公司自产产品。（依法须经批准的项目，经相关部门许可后方可开展经营活动）","江苏省","苏州市"
"300309.SZ","吉艾科技","油气装备;页岩气;送转填权;债转股","金融服务-保险及其他-多元金融","中证A股;制造指数;深证综指;创业板综;创业基础;新指数;深证A指;中证全指;创业300;中证1000","中盘股","全部上市公司;全部A股;全部AB股;深证AB股;深证A股;全部A股(非ST);创业板;深证上市公司","阴线||光头阴线||底部缩量","圆弧顶||5日均线大于10日均线||持续4天缩量","boll突破中轨","wr超买","22.8","8.84","23.06","22.72","0.72","-11.67","","0.35","2.2778","0.36","","1563000.0","35811056.0","1.486","1.609","484026066.00","414959463.00","6482077069.92","7697498000.000","38.252","51.042","45.081","4.853","徐博, 高怀雪","个人, 个人","38.08","-6490560.0","305202316.96","","5.9","套管井测井服务||射孔工程服务||定向井服务||下井仪器||电缆式测井仪器||页岩气||石油成像测井仪器||石油测井仪器||油气||测井仪器||石油测井||压裂车||测井设备||钻头||压裂设备||油气服务||测井服务||油服||测井工程服务||测井仪器销售||石油工程服务","技术开发、技术服务、技术咨询；为石油和天然气开采提供服务；企业管理服务；经济贸易咨询；货物进出口；技术进出口；代理进出口；销售石油设备及配件、机械设备、计算机软硬件、7号燃料油、润滑油、沥青、金属矿石、非金属矿石、饲料、日用品；销售食品、化工产品。（企业依法自主选择经营项目，开展经营活动；销售食品、化工产品以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）","北京市","丰台区"
"603806.SH","福斯特","太阳能;新材料概念;生物医药;锂电池;沪股通;光伏概念","机械设备-电气设备-电源设备","上证流通;上证100;中证A股;中证700;上证指数;中证全指;中证800;新兴综指;工业指数;A股指数;上证380;新综指;中证500","大盘股","上证上市公司;全部上市公司;全部A股(非ST);全部AB股;全部A股;上证A股;上证AB股;沪股通","阴线||回调缩量||缩量","持续5天缩量||朝阳产业||安全边际高","rsi金叉","行情收盘价下穿5日","33.35","28.06","33.62","33.23","0.78","-62.617","","0.66","9.8583","0.073","1.75953079","294555.0","9833480.3","1.158","-1.058","522600000.00","522600000.00","18348486000.0","11972766000.000","21.19","27.254","21.237","2.390","林建华","个人","61.5225","-2840840.0","346889398.45","","6.5","太阳能电池背板||热熔网膜||共聚酰胺丝网状热熔胶膜||背板||eva太阳能电池胶膜||eva胶膜||烯烃薄膜||太阳能发电系统","太阳能电池胶膜、太阳能电池背板、感光干膜、挠性覆铜板、有机硅材料、热熔胶膜（热熔胶）、热熔网膜（双面胶）、服装辅料（衬布）的生产；太阳能电池组件、电池片、多晶硅、高分子材料、化工原料及产品（除危化品及易制毒品）、机械设备及配件的销售；新材料、新能源、新设备的技术开发，光伏设备和分布式发电系统的安装，实业投资，经营进出口业务。","浙江省","杭州市"
"300316.SZ","晶盛机电","新能源;机器人概念;多晶硅;硅晶圆;深股通;工业机器人;工业4.0;太阳能;蓝宝石;光伏概念;集成电路概念","机械设备-电气设备-电源设备","中证700;创业300;中证全指;深证创新;创业创新;中创400;创业板50;制造指数;深证成指;创业板综;深证综指;深证1000;中证500;新兴成指;创业基础;中创500;深证300;新指数;新兴综指;中证800;深证A指;创业板指;深证200;中证A股","大盘股","全部A股;全部AB股;深证AB股;深证A股;深股通;创业板;全部A股(非ST);深证上市公司;全部上市公司","阴线||长下影线||缩量","基金新进持股比例大于5%||成长股||圆弧顶","行情收盘价上穿5日||roc买入信号","行情收盘价下穿5日","19.78","10.15","20.18","19.66","0.59","-16.719","","0.35","3.0521","1.359","0.47824008","12516970.0","248276330.0","2.601","-2.027","1283770254.00","1198289085.00","18819803921.1","15853365000.000","37.18","50.515","44.359","4.531","曹建伟, 邱敏秀","个人, 个人","22.6581","-38438396.0","445773598.09","","5.8","多晶硅铸锭炉||单晶硅生长炉控制系统||区熔硅单晶炉||蓝宝石晶体炉||蓝宝石晶体材料以||单晶硅棒切磨复合加工一体机||全自动单晶硅生长炉||单晶硅生长炉||蓝宝石||高端光伏设备||晶体硅设备||晶体生长设备||晶体设备||晶硅生长设备||光伏设备||晶体硅生长设备||区熔炉||单晶炉||电站||全自动单晶生长炉||硅棒单线截断机||硅块单线截断机||光伏智能化装备||led智能化装备","晶体生长炉、半导体材料制造设备、机电设备制造、销售；进出口业务(依法须经批准的项目，经相关部门批准后方可开展经营活动)。","浙江省","绍兴市"
"603811.SH","诚意药业","抗癌;抗肿瘤","医药生物-化学制药-化学制剂","上证指数;中证A股;上证流通;新综指;A股指数;工业指数;中证全指","小盘股","全部AB股;上证AB股;全部A股(非ST);全部A股;上证上市公司;上证A股;全部上市公司","阴线||放量||下降通道","绩优股||安全边际高||KDJ J线低于10","wr超卖||rsi底背离||skdj金叉","行情收盘价下穿5日","26.1","16.03","27.9","26.1","2.47","70.139","","0.84","7.4562","4.894","1.41129032","1042405.0","28286289.0","6.816","0.188","85200000.00","57330000.00","2127955200.0","1519245000.000","33.758","33.597","35.538","3.709","颜贻意","个人","29.4","-855937.9","71178623.5","","5.6","盐酸氨基葡萄糖胶囊||盐酸氨基葡萄糖原料药||利巴韦林原料药||利巴韦林注射液及胶囊||阿昔洛韦原料药||阿昔洛韦胶囊||硫唑嘌呤原料药||天麻素原料药||托拉塞米原料药||托拉塞米注射液及胶囊||腺苷||双丙叉果糖||胞苷酸||腺苷酸||缬氨酸||硫酸阿米卡星注射液||盐酸林可霉素注射液||维生素b4原料药||乙酰谷酰胺注射液||乙酰半胱氨酸||盐酸特拉唑嗪胶囊","硬胶囊剂、小容量注射剂、片剂、颗粒剂、原料药(利巴韦林、硫唑嘌呤、巯嘌呤、阿昔洛韦、克林霉素磷酸酯、维生素K1、维生素K4、亚硫酸氢钠钾萘醌、维生素B4、天麻素、诺氟沙星、托拉塞米、乙酰半胱氨酸、盐酸氨基葡萄糖)生产(在《药品生产许可证》有效期内经营);医药中间体(不含危险化学品、监控化学品及易制毒品)生产、销售;货物进出口、技术进出口。(依法须经批准的项目,经相关部门批准后方可开展经营活动)","浙江省","温州市"
"603817.SH","海峡环保","污水处理;PPP概念;地方国资改革","公用事业-环保工程-环保工程及服务","上证流通;上证指数;中证1000;中证全指;中证A股;公用指数;A股指数;新兴综指;新综指","小盘股","全部A股(非ST);全部上市公司;上证上市公司;上证AB股;全部AB股;上证A股;全部A股","阴线||光头阴线||缩量","圆弧顶||股权高度集中||控股股东持股比例大于50%","行情收盘价上穿5日||rsi金叉||skdj金叉","行情收盘价下穿5日","10.38","6.40","10.68","10.38","1.17","-2.885","","0.1745","3.2962","2.572","0.17746914","4629226.0","48753321.0","2.871","-0.621","450000000.00","180000000.00","3375000000.0","1310400000.000","34.784","45.884","35.448","2.251","福州市人民政府国有资产监督管理委员会","地方国资委","57.55","8903395.3","78529376.69","","6.0","污水处理||垃圾渗滤液处理||垃圾渗沥液处理||检测服务","污水处理及其再生利用；对污水厂及污水收集、处理、排放设施的投资、建设、管理、维护；给排水工程的咨询、设计、设备销售安装；污水处理、污泥处理的研究、开发、技术转让；城市污水处理作业人员的培训考核鉴定工作；水污染治理；固体废物治理及发电（不含危险废物处理）；垃圾渗沥液处理劳务。","福建省","福州市"
"603818.SH","曲美家居","沪股通;工业4.0","轻工制造-家用轻工-家具","中证全指;上证指数;中证A股;A股指数;中型综指;工业指数;新综指;上证380;上证流通","小盘股","上证AB股;全部A股(非ST);沪股通;上证上市公司;上证A股;全部上市公司;全部AB股;全部A股","阴线||光头阴线||底部缩量","成长股||圆弧顶||优质股","行情收盘价上穿5日||kdj超卖||kdj金叉","dma死叉","13.07","6.97","13.1","12.92","0.75","-14.654","","0.2","3.3595","0.517","0.70054945","680400.0","8860860.1","1.396","0.432","491480000.00","484120000.00","3955367500.0","3669629600.000","18.355","27.174","18.587","2.301","赵瑞宾, 赵瑞海","个人, 个人","64.61","392250.2","95054593.68","","5.6","古诺凡希-现代||古诺凡希-视界||如是-中国家||维格尚品||维格nf||精致生活||枫侣之家||致趣尚品||北欧阳光||新北欧阳光||艺树空间||新艺树空间||自在空间||诺凡希||家居||人造板家居||综合类家居||实木类家居||家居饰品","制造家具；普通货物运输；家庭装饰装潢；销售百货、五金交电、化工原料、民用建材、工艺美术品、家具；企业经营本企业和本企业成员企业自身产品及相关技术的出口业务；经营本企业和本企业成员企业生产、科研所需的原辅料，机器设备、仪器仪表、零配件及相关技术的进口服务（国家限定公司经营或禁止进口的商品除外）；经营本企业的进料加工和“三来一补”业务。（未取得专项许可的项目除外）（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）","北京市","顺义区"
"300318.SZ","博晖创新","不孕不育;病毒检测芯片;分子诊断;血液制品;二胎概念;医药安全;医疗器械概念;年报预增","医药生物-医疗器械服务-医疗器械Ⅲ","新指数;新兴综指;深证A指;中证A股;中证全指;制造指数;深证综指;创业板综","小盘股","深证A股;深证上市公司;全部A股(非ST);创业板;全部A股;全部上市公司;全部AB股;深证AB股","阳盖阴||缩量||底部吸筹","圆弧顶||持续5天缩量||连涨3天","mtm金叉","mtm死叉","5.25","3.90","5.35","5.25","0.49","-18.681","","0.0283","1.3593","0.226","0.09255417","1285992.0","6836554.3","1.894","-0.510","819430425.00","727404951.00","3769379955.0","3222403900.000","99.615","109.421","103.138","3.273","杜江涛, 郝虹","个人, 个人","51.459999999999994","817291.62","23142730.3","","6.3","该系统包括检测仪器||检测软件||检测试剂||校准品||质控品||国家标准物质||检测仪器||试剂||人体微量元素检测系统||检测||血液||血制品||仪器及软件||白蛋白","医疗器械、医疗分析仪器的技术开发；销售自产产品、医疗器械、仪器仪表、分析仪器、电子设备；维修仪器仪表；投资管理；货物进出口；代理进出口；技术进出口；仪器技术培训；仪器租赁；出租办公用房、出租商业用房","北京市","昌平区"
"603826.SH","坤彩科技","锂电池;年报预增","有色金属-新材料-非金属新材料","新综指;A股指数;工业指数;中型综指;上证指数;中证全指;上证150;中证A股;上证流通","小盘股","上证AB股;全部A股(非ST);上证A股;全部A股;上证上市公司;全部上市公司;全部AB股","阳盖阴||缩量||阳线","圆弧顶||5日均线大于10日均线||控股股东持股比例大于50%","行情收盘价上穿5日||rsi金叉||macd红二波","行情收盘价下穿5日||wr超买","13.92","14.91","14.35","13.92","1.12","-75.964","","0.3323","2.6852","3.224","0.7797271","2901529.0","41197746.0","3.061","-0.798","468000000.00","189457572.00","7768800000.0","2356852200.000","39.974","43.346","49.172","4.823","谢秉昆","个人","50.6315","5340397.6","139578009.98","","5.8","天然云母珠光材料||合成云母珠光材料||玻璃基材珠光材料","珠光材料、云母研发、生产、销售。自营和代理本企业产品的进出口，但国家限定公司经营或禁止进出口的产品除外；研发、生产和销售磷酸铁锂、钛酸锂等锂电池正负极材料及以石墨烯等材料予以改性的终端产品（不含危险化学品）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","福建省","福州市"
"603858.SH","步长制药","中医药;参股保险;MSCI概念;沪股通;抗肿瘤;医保目录;融资融券;转融券标的;仿制药","医药生物-中药-中药Ⅲ","中证700;上证全指;中证全指;沪深300;上证180;综合指数;上证中盘;上证流通;上证中小;新综指;中证800;中证200;300精明;A股指数;中证A股;上证指数","中盘股","上证180;全部上市公司;全部AB股;沪深300;沪股通;全部A股;上证AB股;全部A股(非ST);上证A股;上证上市公司;沪股通(可融资融券)","放量||阳线||平台整理","圆弧顶||绩优股||箱体震荡","wr超卖","行情收盘价下穿5日","50.5","25.42","51.29","50.06","1.0","2.458","","1.3715","14.9595","1.328","3.17341722","4352462.0","220735170.0","2.44","-0.079","886340000.00","426185646.00","25234099800.0","11430299000.000","17.022","23.104","16.854","1.865","赵涛","境外","49.79","-10520575.0","1215640576.37","","5.8","脑心通胶囊||稳心颗粒||丹红注射液||头痛宁胶囊||康妇炎胶囊||红核妇洁洗液||消乳散结胶囊||通脉降糖胶囊||心脑血管||妇科||泌尿","片剂、硬胶囊剂、颗粒剂、丸剂（蜜丸、浓缩丸、水丸、水蜜丸）、口服液。（依法须经批准的项目，经相关部门批准后方可开展经营活动，有效期以许可证为准）。","山东省","菏泽市"
"603859.SH","能科股份","能源互联网;工业互联网;工业4.0;军民融合;军工","机械设备-电气设备-电气自控设备","新综指;工业指数;新兴综指;A股指数;中证A股;上证指数;中证全指;上证流通","小盘股","全部上市公司;上证A股;上证上市公司;上证AB股;全部A股(非ST);全部A股;全部AB股","缩量||底部吸筹||阳线","圆弧顶||重大并购||5日均线大于10日均线","dma金叉","行情收盘价下穿5日","18.07","19.49","18.4","17.81","0.92","-45.946","工业互联网||能源互联网","0.159","5.963","2.354","0.26869682","1174500.0","21416241.0","3.28","-7.323","113560000.00","49890000.00","3000255200.0","833661900.000","40.025","157.136","55.577","2.826","于胜涛, 祖军, 赵岚","个人, 个人, 个人","53.38","3756127.0","18060772.33","","6.1","工业电气节能系统集成||能源管理系统平台||电动汽车智能充电系统集成||智能制造系统集成","技术推广；软件开发；销售安全技术防范产品、撬装设备、充电设备、仪器仪表、建筑材料、装饰材料、电线电缆；能源管理；计算机系统服务；施工总承包、专业承包；安装电控设备；货物进出口（国营贸易管理货物除外）、代理进出口、技术进出口；技术咨询；电动汽车充电设备的技术开发；销售车载电子产品；制造全数字式低、中高压晶闸管固态软起动器柜和集成高中低压变频器、无功补偿、电能质量设备、电控设备、电源设备；组装电控设备；以下项目限外埠分支机构经营：制造电动汽车充电设备、车载充电设备。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）","北京市","房山区"
"300321.SZ","同大股份","合成革","化工-化工合成材料-合成革","新指数;制造指数;创业板综;深证综指;中证A股;中证全指;深证A指","小盘股","深证AB股;全部上市公司;全部AB股;深证A股;全部A股;深证上市公司;全部A股(非ST);创业板","阴线||小阴星||缩量","连涨3天||董事长是创始人||最近一个月强于大盘的股票","boll突破中轨","wr超买","17.27","13.54","17.45","17.09","0.8","-5.396","","0.2029","6.8192","0.891","0.25940337","736800.0","12721244.0","2.092","0.594","88800000.00","82742274.00","1303584000.0","1107091630.000","60.049","63.496","50.92","1.983","孙俊成","个人","25.8707","753562.0","18021522.97","","5.8","合成革||鞋材||服装面料及辅料(不含棉纺)||沙发革||汽车内饰及座套||球革||手套面料||高档擦拭布||海岛型超细纤维革||超纤绒面革||超纤光面革||超纤基布||人造革||pu合成革||pu革||超细纤维||超细纤维革||下脚料","生产销售：海岛超纤皮革、合成革、鞋材、服装面料及辅料（不含棉纺）、沙发革、汽车内饰及座套、球革、手套面料、高档擦拭布；经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进口业务，但国家限定公司经营或禁止进出口的商品及技术除外。","山东省","潍坊市"
"603866.SH","桃李面包","沪股通","食品饮料-食品加工制造-食品综合","上证380;新综指;中证800;工业指数;A股指数;中证700;中证A股;中证全指;上证指数;中证500;上证流通;上证100","大盘股","上证AB股;全部AB股;上证A股;全部A股(非ST);全部上市公司;全部A股;上证上市公司;沪股通","阴线||缩量||价升量涨","基金新进持股比例大于5%||圆弧顶||调升评级","wr超卖||rsi底背离||skdj超卖","dmi死叉","43.09","49.90","43.5","42.82","0.77","-68.102","","0.9833","6.8888","0.421","2.05286118","249253.0","10757453.8","1.578","0.808","470626000.00","59177340.00","25394978960.0","3142908500.000","46.835","39.68","50.191","8.216","吴学东, 吴学亮, 吴学群, 吴志刚, 盛雅莉","个人, 个人, 个人, 个人, 个人","73.8283","12022.0","462762656.78","","5.7","月饼||粽子||包装物||面包||糕点","糕点（焙烤类糕点、油炸类糕点、蒸煮类糕点，月饼）生产加工，日用百货批发、零售，农副产品收购，企业管理服务、仓储服务（不含危险化学品），市场营销策划。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","辽宁省","沈阳市"
"300322.SZ","硕贝德","NFC;三星;全息手机;指纹技术;智能终端;智能路由器;虹膜识别;小米概念;移动天线;5G;消费电子;华为概念;无线充电","电子-电子制造-电子零部件制造","深证创新;创业板综;中小创新;深证综指;深证1000;中证A股;中证1000;创业300;中证全指;新指数;新兴综指;深证A指;创业基础;深证700;创业创新;制造指数","中盘股","深证AB股;全部AB股;全部A股;深证A股;创业板;全部上市公司;深证上市公司;全部A股(非ST)","光头阳线||聚宝盆||阳盖阴","圆弧顶||券商持股（近六个月）||持续5天缩量","行情收盘价上穿5日||boll突破中轨||kdj金叉","行情收盘价下穿5日","9.17","10.47","9.3","9.03","1.01","-48.634","消费电子||无线充电","0.13","1.519","1.737","0.25380711","6433794.0","58728376.0","2.928","-2.058","406769850.00","367513896.00","6174766323.0","3840520200.000","47.051","64.853","69.063","7.095","朱坤华","个人","16.0053","-19571398.0","52477202.43","","5.9","笔记本电脑天线||ap天线||其他无线通信终端天线及配件||封装加工服务||摄像头模组||ffc排线||手机天线||4g||消费电子||无线通信终端天线||通信天线||无线终端天线||移动终端天线||天线设备||通信终端||高端机型||终端天线||半导体封装||先进封装||摄像头||天线||半导体封装业务||连接器||通讯||手表||完成半导体封装||传感器封装||无线接入点天线(ap)","研发、生产和销售：无线通信终端天线及通信产品配件，并提供相关技术服务；商品与技术进出口；动产与不动产租赁。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","广东省","惠州市"
"603877.SH","太平鸟","沪股通;商品新零售;新零售;电子商务","纺织服装-服装家纺-休闲服装","上证流通;上证全指;上证指数;中证全指;中证A股;中证700;上证小盘;A股指数;中证800;商业指数;新综指;上证380;上证中小;中证500","小盘股","全部A股(非ST);全部上市公司;全部AB股;上证A股;上证上市公司;全部A股;上证AB股;沪股通","阴线||缩量||短线超跌","基金新进持股比例大于5%||持续5天缩量||连涨3天","行情收盘价上穿5日||kdj超卖||kdj金叉","mtm死叉","29.55","17.92","30.22","29.41","0.8","-3.865","","0.59","6.8356","0.769","2.58207304","1529329.0","45804788.0","2.728","1.876","480932400.00","198766000.00","9216155781.0","4243654100.000","23.002","63.787","26.816","3.210","张江平, 张江波","个人, 个人","51.4767","16526902.0","282344390.58","","6.0","peacebird女装||peacebird男装||乐町led’in女装||material||girl女装||amazing||peace男装||贝诗宝男装||mini||peace童装","服装设计、技术开发和批发、零售；服装租赁；童装、婴儿服装、婴儿睡袋、皮革制品、羽绒制品、服饰、鞋帽、袜子、手套、领带、围巾、披巾、面纱、化妆品、内衣、箱包、眼镜、香水、纺织品、玩具、日用百货、文教用品、体育用品的研发、批发、零售、网上销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","浙江省","宁波市"
